Name,Team,Year,W,L,ERA,Games,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
3TonyT WatsonWatsonP3‌‌‌,PIT,2015.0,4.0,1.0,1.91,77.0,0.0,0.0,0.0,1.0,3.0,75.1,55.0,17.0,16.0,3.0,4.0,17.0,62.0,0.96,0.205
5JeurysJ FamiliaFamiliaP5‌‌‌,NYM,2015.0,2.0,2.0,1.85,76.0,0.0,0.0,0.0,43.0,48.0,78.0,59.0,16.0,16.0,6.0,2.0,19.0,86.0,1.0,0.207
5JaredJ HughesHughesP5‌‌‌,PIT,2015.0,3.0,1.0,2.28,76.0,0.0,0.0,0.0,0.0,3.0,67.0,70.0,21.0,17.0,3.0,7.0,19.0,36.0,1.33,0.282
5SethS ManessManessP5‌‌‌,STL,2015.0,4.0,2.0,4.26,76.0,0.0,0.0,0.0,3.0,6.0,63.1,77.0,35.0,30.0,7.0,1.0,13.0,46.0,1.42,0.307
5WillW SmithSmithP5‌‌‌,MIL,2015.0,7.0,2.0,2.7,76.0,0.0,0.0,0.0,0.0,4.0,63.1,52.0,23.0,19.0,5.0,1.0,24.0,91.0,1.2,0.22
5PedroP StropStropP5‌‌‌,CHC,2015.0,2.0,6.0,2.91,76.0,0.0,0.0,0.0,3.0,5.0,68.0,39.0,24.0,22.0,5.0,4.0,29.0,81.0,1.0,0.167
10SamS DysonDysonP10‌‌‌,TEX,2015.0,5.0,4.0,2.63,75.0,0.0,0.0,0.0,2.0,4.0,75.1,65.0,26.0,22.0,4.0,4.0,21.0,71.0,1.14,0.233
10KevinK JepsenJepsenP10‌‌‌,MIN,2015.0,3.0,6.0,2.33,75.0,0.0,0.0,0.0,15.0,20.0,69.2,52.0,20.0,18.0,5.0,0.0,27.0,59.0,1.13,0.206
12DellinD BetancesBetancesP12‌‌‌,NYY,2015.0,6.0,4.0,1.5,74.0,0.0,0.0,0.0,9.0,13.0,84.0,45.0,17.0,14.0,6.0,3.0,40.0,131.0,1.01,0.157
12BryanB ShawShawP12‌‌‌,CLE,2015.0,3.0,3.0,2.95,74.0,0.0,0.0,0.0,2.0,6.0,64.0,59.0,24.0,21.0,8.0,1.0,19.0,54.0,1.22,0.242
12JustinJ WilsonWilsonP12‌‌‌,NYY,2015.0,5.0,0.0,3.1,74.0,0.0,0.0,0.0,0.0,2.0,61.0,49.0,21.0,21.0,3.0,2.0,20.0,66.0,1.13,0.223
15LuisL AvilánAvilanP15‌‌‌,LAD,2015.0,2.0,5.0,4.05,73.0,0.0,0.0,0.0,0.0,3.0,53.1,48.0,24.0,24.0,6.0,1.0,15.0,49.0,1.18,0.239
15ArquimedesA CamineroCamineroP15‌‌‌,PIT,2015.0,5.0,1.0,3.62,73.0,0.0,0.0,0.0,0.0,1.0,74.2,63.0,31.0,30.0,7.0,6.0,29.0,73.0,1.23,0.224
15GeorgeG KontosKontosP15‌‌‌,SF,2015.0,4.0,4.0,2.33,73.0,0.0,0.0,0.0,0.0,2.0,73.1,57.0,20.0,19.0,9.0,0.0,12.0,44.0,0.94,0.213
15ShawnS TollesonTollesonP15‌‌‌,TEX,2015.0,6.0,4.0,2.99,73.0,0.0,0.0,0.0,35.0,37.0,72.1,66.0,25.0,24.0,9.0,2.0,17.0,76.0,1.15,0.239
19MikeM DunnDunnP19‌‌‌,MIA,2015.0,2.0,5.0,4.5,72.0,0.0,0.0,0.0,0.0,3.0,54.0,46.0,27.0,27.0,6.0,2.0,29.0,65.0,1.39,0.227
19LuisL GarcíaGarciaP19‌‌‌,PHI,2015.0,4.0,6.0,3.51,72.0,0.0,0.0,0.0,2.0,4.0,66.2,72.0,28.0,26.0,4.0,0.0,37.0,63.0,1.64,0.275
19KelvinK HerreraHerreraP19‌‌‌,KC,2015.0,4.0,3.0,2.71,72.0,0.0,0.0,0.0,0.0,7.0,69.2,52.0,23.0,21.0,5.0,2.0,26.0,64.0,1.12,0.206
19JeremyJ JeffressJeffressP19‌‌‌,MIL,2015.0,5.0,0.0,2.65,72.0,0.0,0.0,0.0,0.0,4.0,68.0,64.0,22.0,20.0,5.0,3.0,22.0,67.0,1.26,0.249
19JimJ JohnsonJohnsonP19‌‌‌,LAD,2015.0,2.0,6.0,4.46,72.0,0.0,0.0,0.0,10.0,17.0,66.2,77.0,36.0,33.0,5.0,5.0,20.0,50.0,1.46,0.296
19HectorH RondónRondonP19‌‌‌,CHC,2015.0,6.0,4.0,1.67,72.0,0.0,0.0,0.0,30.0,34.0,70.0,55.0,19.0,13.0,4.0,3.0,15.0,69.0,1.0,0.212
19MarcM RzepczynskiRzepczynskiP19‌‌‌,SD,2015.0,2.0,4.0,5.66,72.0,0.0,0.0,0.0,0.0,4.0,35.0,40.0,29.0,22.0,3.0,3.0,14.0,41.0,1.54,0.292
1BryanB ShawShawP1‌‌‌,CLE,2014.0,5.0,5.0,2.59,80.0,0.0,0.0,0.0,2.0,9.0,76.1,61.0,26.0,22.0,6.0,2.0,22.0,64.0,1.09,0.216
2WillW SmithSmithP2‌‌‌,MIL,2014.0,1.0,3.0,3.7,78.0,0.0,0.0,0.0,1.0,6.0,65.2,62.0,31.0,27.0,6.0,3.0,31.0,86.0,1.42,0.248
2TonyT WatsonWatsonP2‌‌‌,PIT,2014.0,10.0,2.0,1.63,78.0,0.0,0.0,0.0,2.0,9.0,77.1,64.0,16.0,14.0,5.0,6.0,15.0,81.0,1.02,0.232
4CodyC AllenAllenP4‌‌‌,CLE,2014.0,6.0,4.0,2.07,76.0,0.0,0.0,0.0,24.0,28.0,69.2,48.0,21.0,16.0,7.0,1.0,26.0,91.0,1.06,0.194
4JeurysJ FamiliaFamiliaP4‌‌‌,NYM,2014.0,2.0,5.0,2.21,76.0,0.0,0.0,0.0,5.0,10.0,77.1,59.0,26.0,19.0,3.0,2.0,32.0,73.0,1.18,0.209
4JoeJ SmithSmithP4‌‌‌,LAA,2014.0,7.0,2.0,1.81,76.0,0.0,0.0,0.0,15.0,19.0,74.2,45.0,16.0,15.0,4.0,6.0,15.0,68.0,0.8,0.172
7TylerT ClippardClippardP7‌‌‌,WSH,2014.0,7.0,4.0,2.18,75.0,0.0,0.0,0.0,1.0,7.0,70.1,47.0,22.0,17.0,5.0,1.0,23.0,82.0,1.0,0.188
7MikeM DunnDunnP7‌‌‌,MIA,2014.0,10.0,6.0,3.16,75.0,0.0,0.0,0.0,1.0,4.0,57.0,47.0,25.0,20.0,4.0,4.0,22.0,67.0,1.21,0.22
7AdamA OttavinoOttavinoP7‌‌‌,COL,2014.0,1.0,4.0,3.6,75.0,0.0,0.0,0.0,1.0,6.0,65.0,67.0,26.0,26.0,6.0,4.0,16.0,70.0,1.28,0.271
10RexR BrothersBrothersP10‌‌‌,COL,2014.0,4.0,6.0,5.59,74.0,0.0,0.0,0.0,0.0,6.0,56.1,65.0,38.0,35.0,7.0,2.0,39.0,55.0,1.85,0.288
10ZachZ DukeDukeP10‌‌‌,MIL,2014.0,5.0,1.0,2.45,74.0,0.0,0.0,0.0,0.0,4.0,58.2,49.0,19.0,16.0,3.0,0.0,17.0,74.0,1.13,0.223
10KevinK JepsenJepsenP10‌‌‌,LAA,2014.0,0.0,2.0,2.63,74.0,0.0,0.0,0.0,2.0,4.0,65.0,45.0,19.0,19.0,4.0,2.0,23.0,75.0,1.05,0.192
13NealN CottsCottsP13‌‌‌,TEX,2014.0,2.0,9.0,4.32,73.0,0.0,0.0,0.0,2.0,9.0,66.2,66.0,33.0,32.0,6.0,3.0,23.0,63.0,1.34,0.257
13JakeJ DiekmanDiekmanP13‌‌‌,PHI,2014.0,5.0,5.0,3.8,73.0,0.0,0.0,0.0,0.0,4.0,71.0,66.0,36.0,30.0,4.0,3.0,35.0,100.0,1.42,0.248
13CaseyC FienFienP13‌‌‌,MIN,2014.0,5.0,6.0,3.98,73.0,0.0,0.0,0.0,1.0,5.0,63.1,64.0,29.0,28.0,7.0,0.0,10.0,51.0,1.17,0.262
13JustinJ GrimmGrimmP13‌‌‌,CHC,2014.0,5.0,2.0,3.78,73.0,0.0,0.0,0.0,0.0,1.0,69.0,59.0,32.0,29.0,4.0,4.0,27.0,70.0,1.25,0.23
13SethS ManessManessP13‌‌‌,STL,2014.0,6.0,4.0,2.91,73.0,0.0,0.0,0.0,3.0,3.0,80.1,77.0,29.0,26.0,7.0,2.0,11.0,55.0,1.1,0.261
13JakeJ McGeeMcGeeP13‌‌‌,TB,2014.0,5.0,2.0,1.89,73.0,0.0,0.0,0.0,19.0,23.0,71.1,48.0,15.0,15.0,2.0,2.0,16.0,90.0,0.9,0.189
13AndrewA MillerMillerP13‌‌‌,BAL,2014.0,5.0,5.0,2.02,73.0,0.0,0.0,0.0,1.0,2.0,62.1,33.0,16.0,14.0,3.0,5.0,17.0,103.0,0.8,0.153
13MarcM RzepczynskiRzepczynskiP13‌‌‌,CLE,2014.0,0.0,3.0,2.74,73.0,0.0,0.0,0.0,1.0,3.0,46.0,42.0,19.0,14.0,1.0,3.0,19.0,46.0,1.33,0.246
13CarlosC TorresTorresP13‌‌‌,NYM,2014.0,8.0,6.0,3.06,73.0,1.0,0.0,0.0,2.0,5.0,97.0,89.0,35.0,33.0,11.0,2.0,38.0,96.0,1.31,0.246
22AlA AlburquerqueAlburquerqueP22‌‌‌,DET,2014.0,3.0,1.0,2.51,72.0,0.0,0.0,0.0,1.0,1.0,57.1,46.0,16.0,16.0,7.0,3.0,21.0,63.0,1.17,0.219
22LukeL GregersonGregersonP22‌‌‌,OAK,2014.0,5.0,5.0,2.12,72.0,0.0,0.0,0.0,3.0,11.0,72.1,58.0,20.0,17.0,6.0,1.0,15.0,59.0,1.01,0.22
22MarkM MelanconMelanconP22‌‌‌,PIT,2014.0,3.0,5.0,1.9,72.0,0.0,0.0,0.0,33.0,37.0,71.0,51.0,15.0,15.0,2.0,3.0,11.0,71.0,0.87,0.195
22DanD OteroOteroP22‌‌‌,OAK,2014.0,8.0,2.0,2.28,72.0,0.0,0.0,0.0,1.0,4.0,86.2,80.0,24.0,22.0,4.0,2.0,15.0,45.0,1.1,0.247
1JoelJ PeraltaPeraltaP1‌‌‌,TB,2013.0,3.0,8.0,3.41,80.0,0.0,0.0,0.0,1.0,4.0,71.1,47.0,31.0,27.0,7.0,0.0,34.0,74.0,1.14,0.184
2BradB ZieglerZieglerP2‌‌‌,AZ,2013.0,8.0,1.0,2.22,78.0,0.0,0.0,0.0,13.0,15.0,73.0,61.0,20.0,18.0,3.0,3.0,22.0,44.0,1.14,0.228
3CodyC AllenAllenP3‌‌‌,CLE,2013.0,6.0,1.0,2.43,77.0,0.0,0.0,0.0,2.0,4.0,70.1,62.0,22.0,19.0,7.0,1.0,26.0,88.0,1.25,0.233
3RonaldR BelisarioBelisarioP3‌‌‌,LAD,2013.0,5.0,7.0,3.97,77.0,0.0,0.0,0.0,1.0,5.0,68.0,72.0,34.0,30.0,3.0,5.0,28.0,49.0,1.47,0.274
5MattM LindstromLindstromP5‌‌‌,CWS,2013.0,2.0,4.0,3.12,76.0,0.0,0.0,0.0,0.0,4.0,60.2,64.0,23.0,21.0,2.0,1.0,23.0,46.0,1.43,0.277
5PacoP RodríguezRodriguezP5‌‌‌,LAD,2013.0,3.0,4.0,2.32,76.0,0.0,0.0,0.0,2.0,5.0,54.1,30.0,15.0,14.0,5.0,2.0,19.0,63.0,0.9,0.164
5TannerT ScheppersScheppersP5‌‌‌,TEX,2013.0,6.0,2.0,1.88,76.0,0.0,0.0,0.0,1.0,3.0,76.2,58.0,21.0,16.0,6.0,7.0,24.0,59.0,1.07,0.214
8LuisL AvilánAvilanP8‌‌‌,ATL,2013.0,5.0,0.0,1.52,75.0,0.0,0.0,0.0,0.0,2.0,65.0,40.0,12.0,11.0,1.0,4.0,22.0,38.0,0.95,0.175
8JohnJ AxfordAxfordP8‌‌‌,STL,2013.0,7.0,7.0,4.02,75.0,0.0,0.0,0.0,0.0,7.0,65.0,73.0,32.0,29.0,10.0,2.0,26.0,65.0,1.52,0.285
8DaneD De La RosaDe La RosaP8‌‌‌,LAA,2013.0,6.0,1.0,2.86,75.0,0.0,0.0,0.0,2.0,5.0,72.1,56.0,25.0,23.0,3.0,1.0,28.0,65.0,1.16,0.219
8MikeM DunnDunnP8‌‌‌,MIA,2013.0,3.0,4.0,2.66,75.0,0.0,0.0,0.0,2.0,5.0,67.2,53.0,21.0,20.0,5.0,0.0,28.0,72.0,1.2,0.212
8MichaelM GonzalezGonzalezP8‌‌‌,MIL,2013.0,0.0,3.0,4.68,75.0,0.0,0.0,0.0,0.0,3.0,50.0,58.0,28.0,26.0,10.0,2.0,25.0,60.0,1.66,0.283
8KenleyK JansenJansenP8‌‌‌,LAD,2013.0,4.0,3.0,1.88,75.0,0.0,0.0,0.0,28.0,32.0,76.2,48.0,16.0,16.0,6.0,3.0,18.0,111.0,0.86,0.177
8WiltonW LopezLopezP8‌‌‌,COL,2013.0,3.0,4.0,4.06,75.0,0.0,0.0,0.0,0.0,5.0,75.1,88.0,35.0,34.0,6.0,1.0,18.0,48.0,1.41,0.293
15JimJ JohnsonJohnsonP15‌‌‌,BAL,2013.0,3.0,8.0,2.94,74.0,0.0,0.0,0.0,50.0,59.0,70.1,72.0,26.0,23.0,5.0,7.0,18.0,56.0,1.28,0.273
15TrevorT RosenthalRosenthalP15‌‌‌,STL,2013.0,2.0,4.0,2.63,74.0,0.0,0.0,0.0,3.0,8.0,75.1,63.0,25.0,22.0,4.0,6.0,20.0,108.0,1.1,0.223
15JamesJ RussellRussellP15‌‌‌,CHC,2013.0,1.0,6.0,3.59,74.0,0.0,0.0,0.0,0.0,8.0,52.2,46.0,21.0,21.0,7.0,1.0,18.0,37.0,1.22,0.238
18BrianB DuensingDuensingP18‌‌‌,MIN,2013.0,6.0,2.0,3.98,73.0,0.0,0.0,0.0,1.0,4.0,61.0,68.0,28.0,27.0,4.0,2.0,22.0,56.0,1.48,0.283
18CaseyC FienFienP18‌‌‌,MIN,2013.0,5.0,2.0,3.92,73.0,0.0,0.0,0.0,0.0,2.0,62.0,51.0,28.0,27.0,9.0,0.0,12.0,73.0,1.02,0.225
18LukeL GregersonGregersonP18‌‌‌,SD,2013.0,6.0,8.0,2.71,73.0,0.0,0.0,0.0,4.0,9.0,66.1,49.0,24.0,20.0,3.0,4.0,18.0,64.0,1.01,0.203
18ScottS RiceRiceP18‌‌‌,NYM,2013.0,4.0,5.0,3.71,73.0,0.0,0.0,0.0,0.0,2.0,51.0,42.0,22.0,21.0,1.0,2.0,27.0,41.0,1.35,0.235
18KojiK UeharaUeharaP18‌‌‌,BOS,2013.0,4.0,1.0,1.09,73.0,0.0,0.0,0.0,21.0,24.0,74.1,33.0,10.0,9.0,5.0,1.0,9.0,101.0,0.57,0.13
23MattM BelisleBelisleP23‌‌‌,COL,2013.0,5.0,7.0,4.32,72.0,0.0,0.0,0.0,0.0,5.0,73.0,76.0,37.0,35.0,6.0,0.0,15.0,62.0,1.25,0.269
23RexR BrothersBrothersP23‌‌‌,COL,2013.0,2.0,1.0,1.74,72.0,0.0,0.0,0.0,19.0,21.0,67.1,51.0,16.0,13.0,5.0,0.0,36.0,76.0,1.29,0.209
23TylerT ClippardClippardP23‌‌‌,WSH,2013.0,6.0,3.0,2.41,72.0,0.0,0.0,0.0,0.0,3.0,71.0,37.0,19.0,19.0,9.0,4.0,24.0,73.0,0.86,0.152
